City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,broome,42.2506,-75.833,5.56,96,75,2.57,US,1682567292
84,esmeralda,21.8525,-78.1169,23.59,82,95,2.32,CU,1682567292
85,saldanha,-33.0117,17.9442,13.03,84,25,4.97,ZA,1682567292
86,vyritsa,59.4078,30.3481,8.73,84,56,1.1,RU,1682567292
87,tuim,54.3417,89.9261,6.75,59,100,4.28,RU,1682567293
88,pacific grove,36.6177,-121.9166,12.12,90,100,0.89,US,1682567293
89,vestmannaeyjar,63.4427,-20.2734,3.37,75,100,6.04,IS,1682567294
90,paredon,16.0333,-93.8667,27.38,70,79,0.14,MX,1682567294
91,phan thiet,10.9333,108.1,33.1,52,92,6.86,VN,1682567294
92,lakatoro,-16.0999,167.4164,29.29,63,17,2.59,VU,1682567294
93,san quintin,30.4833,-115.95,15.57,88,0,4.22,MX,1682567295
94,bethel,41.3712,-73.414,9.19,83,100,0.0,US,1682567295
95,dovers,12.8833,-61.1833,26.47,79,11,7.72,VC,1682567295
96,suicheng,33.8963,117.9331,22.67,48,63,4.33,CN,1682567296
97,college,64.8569,-147.8028,5.18,55,75,2.57,US,1682567008
98,mayumba,-3.432,10.6554,25.28,87,100,2.35,GA,1682567296
99,codrington,-38.2667,141.9667,21.91,52,11,7.27,AU,1682567296
100,gizeh,30.0081,31.2109,23.41,34,0,1.31,EG,1682567297
101,big spring,32.2504,-101.4787,15.25,55,0,10.29,US,1682567297
102,vyartsilya,62.1764,30.693,8.02,86,94,3.37,RU,1682567297
103,auki,-8.7676,160.7034,28.64,74,87,1.13,SB,1682567297
104,kruisfontein,-34.0033,24.7314,14.94,88,100,2.65,ZA,1682567099
105,filingue,14.3521,3.3168,28.04,12,68,3.81,NE,1682567298
106,ust-kuyga,70.0167,135.6,-0.78,88,19,3.11,RU,1682567298
107,cape town,-33.9258,18.4232,17.43,84,75,5.14,ZA,1682567192
108,amapa,1.0,-52.0,21.52,100,100,1.03,BR,1682567299
109,manokwari,-0.8667,134.0833,29.17,69,63,3.44,ID,1682567299
110,castro,-24.7911,-50.0119,15.66,96,83,1.88,BR,1682567299
111,zaranj,30.9667,61.8833,22.98,17,53,1.47,AF,1682567299
112,carnarvon,-24.8667,113.6333,24.61,37,5,5.84,AU,1682567060
113,hithadhoo,-0.6,73.0833,28.95,73,94,3.46,MV,1682567047
114,kenai,60.5544,-151.2583,7.05,65,40,4.63,US,1682567300
115,san roque,36.2107,-5.3842,18.46,68,20,3.09,ES,1682567301
116,ituverava,-20.3394,-47.7806,18.54,90,9,1.04,BR,1682567301
117,homer,59.6425,-151.5483,5.94,62,100,3.09,US,1682567301
118,butaritari,3.0707,172.7902,28.34,76,91,5.89,KI,1682567301
119,zlitan,32.4674,14.5687,17.94,74,4,2.02,LY,1682567301
120,qaanaaq,77.484,-69.3632,-23.25,82,7,3.6,GL,1682567302
121,fukue,32.6881,128.8419,18.2,55,0,3.6,JP,1682567302
122,huarmey,-10.0681,-78.1522,24.29,84,89,4.6,PE,1682567302
123,ajdabiya,30.7554,20.2263,17.87,68,2,4.2,LY,1682567302
124,aasiaat,68.7098,-52.8699,-1.86,86,100,2.0,GL,1682567081
125,iqaluit,63.7506,-68.5145,-1.15,92,75,1.54,CA,1682567012
126,lazaro cardenas,17.9583,-102.2,24.77,71,98,1.73,MX,1682567303
127,yellowknife,62.456,-114.3525,1.29,100,100,2.06,CA,1682567023
128,knysna,-34.0363,23.0471,16.45,93,100,1.9,ZA,1682567303
129,tortoli,39.9256,9.6572,13.9,94,0,3.09,IT,1682567303
130,airai,-8.9266,125.4092,21.12,82,100,0.83,TL,1682567304
131,batemans bay,-35.7167,150.1833,25.22,38,66,4.53,AU,1682567304
132,chuy,-33.6971,-53.4616,17.04,89,62,4.35,UY,1682567093
133,raudeberg,61.9875,5.1352,2.75,66,96,8.01,NO,1682567305
134,atambua,-9.1061,124.8925,26.67,80,85,1.33,ID,1682567305
135,arman,59.7,150.1667,3.22,70,33,1.67,RU,1682567305
136,saint george,37.1041,-113.5841,21.91,20,0,2.06,US,1682567110
137,tukrah,32.5341,20.5791,16.12,89,10,3.22,LY,1682567306
138,lompoc,34.6391,-120.4579,15.08,94,100,2.06,US,1682567306
139,hervey bay,-25.2986,152.8535,25.01,64,72,7.25,AU,1682567307
140,torbay,47.6666,-52.7314,1.27,94,100,5.66,CA,1682567307
141,kahului,20.8947,-156.47,25.54,81,75,8.23,US,1682567145
142,amarillo,35.222,-101.8313,7.27,95,100,8.23,US,1682567204
143,pankrushikha,53.8319,80.3406,17.91,38,100,5.09,RU,1682567308
144,atherton,53.5237,-2.4935,7.94,80,100,0.89,GB,1682567309
145,arraial do cabo,-22.9661,-42.0278,23.27,91,99,3.44,BR,1682567309
146,bambanglipuro,-7.95,110.2833,30.4,68,99,3.49,ID,1682567309
147,kapaa,22.0752,-159.319,26.99,76,100,5.14,US,1682567310
148,hat yai,7.0084,100.4767,33.1,66,20,5.14,TH,1682567310
149,zhangjiakou,40.81,114.8794,15.44,38,82,1.72,CN,1682567310
150,guerrero negro,27.9769,-114.0611,15.0,83,0,5.56,MX,1682567311
151,forbes,-33.3833,148.0167,24.95,30,0,5.06,AU,1682567312
152,paita,-5.0892,-81.1144,26.0,78,89,4.83,PE,1682567312
153,fortuna,40.5982,-124.1573,12.18,86,75,0.96,US,1682567078
154,elmadag,39.9208,33.2308,9.64,83,99,1.55,TR,1682567313
155,aksu,41.1231,80.2644,18.62,22,93,1.5,CN,1682567313
156,srandakan,-7.9386,110.2506,30.42,68,99,3.62,ID,1682567313
157,qufu,35.5967,116.9911,23.42,38,0,7.14,CN,1682567314
158,nikolskoye,59.7035,30.7861,8.94,81,29,0.99,RU,1682567314
159,boueni,-12.9025,45.0761,27.99,77,46,4.23,YT,1682567314
160,east london,-33.0153,27.9116,22.52,49,0,4.63,ZA,1682567314
161,flin flon,54.7682,-101.865,0.59,98,100,2.94,CA,1682567314
162,saint-philippe,-21.3585,55.7679,22.77,71,19,1.87,RE,1682567315
163,vostok,46.4856,135.8833,6.57,40,99,5.21,RU,1682567315
164,sao filipe,14.8961,-24.4956,22.96,76,3,2.6,CV,1682567315
165,mehran,33.1222,46.1646,25.92,17,0,2.03,IR,1682567315
166,san cristobal,7.7669,-72.225,21.1,96,28,0.76,VE,1682567315
167,garden city,42.3256,-83.331,6.14,80,0,2.06,US,1682567278
168,jefferson city,38.5767,-92.1735,15.95,44,0,3.6,US,1682567268
169,constantine,36.365,6.6147,13.67,67,0,1.54,DZ,1682567316
170,cururupu,-1.8283,-44.8683,23.3,97,93,2.51,BR,1682567316
171,new norfolk,-42.7826,147.0587,20.72,66,100,2.68,AU,1682567049
172,santa cruz,-17.8,-63.1667,21.7,94,71,2.06,BO,1682567318
173,harlingen,26.1906,-97.6961,25.59,95,0,3.09,US,1682567318
174,beringovskiy,63.05,179.3167,-4.79,67,7,6.19,RU,1682567318
175,palmer,42.1584,-72.3287,8.65,78,100,3.6,US,1682567072
176,mwinilunga,-11.7358,24.4293,12.04,84,100,2.0,ZM,1682567319
177,gustrow,53.7972,12.1734,4.98,87,20,3.09,DE,1682567319
178,ballina,-28.8667,153.5667,22.66,76,96,4.14,AU,1682567320
179,visnes,59.3556,5.2242,5.03,70,75,6.69,NO,1682567320
180,soderhamn,61.3037,17.0592,1.09,89,98,3.0,SE,1682567320
181,ixtapa,20.7,-105.2,24.57,78,75,3.09,MX,1682567321
182,micheweni,-4.9667,39.8333,26.55,80,65,7.01,TZ,1682567321
183,labuhan,-6.8844,112.2051,29.93,69,80,1.87,ID,1682567321
184,cayenne,4.9333,-52.3333,23.02,100,100,0.0,GF,1682567226
185,honiara,-9.4333,159.95,28.33,78,96,1.37,SB,1682567322
186,derbent,42.0678,48.2899,14.56,76,44,2.44,RU,1682567225
187,nantucket,41.2835,-70.0995,7.03,83,100,2.06,US,1682567031
188,vao,-22.6667,167.4833,23.83,83,100,11.21,NC,1682567322
189,itupiranga,-5.1347,-49.3267,27.18,91,100,0.19,BR,1682567323
190,pevek,69.7008,170.3133,-7.53,85,99,3.71,RU,1682567323
191,the valley,18.217,-63.0578,26.92,79,29,5.96,AI,1682567143
192,mar del plata,-38.0023,-57.5575,16.16,89,75,2.57,AR,1682567098
193,padang,-0.9492,100.3543,30.03,76,93,1.61,ID,1682567324
194,isangel,-19.55,169.2667,29.06,79,75,1.54,VU,1682567324
195,leningradskiy,69.3833,178.4167,-7.97,88,93,7.89,RU,1682567325
196,mnogovershinnyy,53.9353,139.9242,-1.01,98,100,3.21,RU,1682567325
197,kromberk,45.9608,13.6656,11.97,77,99,0.89,SI,1682567326
198,darnah,32.767,22.6367,16.56,89,0,7.98,LY,1682567326
199,ambon,-3.6954,128.1814,31.08,86,40,2.06,ID,1682567326
200,mackenzie,55.2999,-123.1698,6.12,49,75,4.63,CA,1682567327
201,zachary,30.6485,-91.1565,22.93,83,0,3.09,US,1682567327
202,esperance,-33.8667,121.9,16.2,64,78,11.74,AU,1682567328
203,avarua,-21.2078,-159.775,26.03,73,40,3.09,CK,1682567092
204,berezovyy,51.6667,135.7,4.8,67,100,1.44,RU,1682567191
205,maraa,-1.8333,-65.3667,22.9,93,95,1.3,BR,1682567328
206,abaza,52.655,90.0928,6.7,72,99,1.63,RU,1682567329
207,hazorasp,41.3194,61.0742,18.91,17,5,5.67,UZ,1682567329
208,geraldton,-28.7667,114.6,23.23,53,40,6.69,AU,1682567094
209,houma,29.5958,-90.7195,24.0,88,100,2.57,US,1682567257
210,dongying,37.4564,118.4856,26.08,23,5,7.45,CN,1682567330
211,aswan,24.0934,32.907,24.49,18,0,2.93,EG,1682567330
212,yar-sale,66.8333,70.8333,-5.94,96,100,2.15,RU,1682567330
213,tecoanapa,16.5167,-98.75,26.04,73,74,2.59,MX,1682567331
214,provideniya,64.3833,-173.3,-2.94,54,0,3.13,RU,1682567331
215,aklavik,68.2191,-135.0107,-8.17,90,100,2.09,CA,1682567331
216,mount isa,-20.7333,139.5,30.87,29,40,4.12,AU,1682567332
217,pozo colorado,-23.4923,-58.7972,17.15,94,5,0.62,PY,1682567332
218,khatanga,71.9667,102.5,-3.02,84,18,5.29,RU,1682567332
219,longyearbyen,78.2186,15.6401,-3.09,74,0,1.54,SJ,1682567333
220,tumut,-35.3,148.2167,22.88,37,2,3.86,AU,1682567121
221,katsuura,35.1333,140.3,17.42,53,0,5.43,JP,1682567290
222,nioki,-2.7167,17.6833,21.15,96,100,0.91,CD,1682567334
223,ponta do sol,32.6667,-17.1,21.51,49,69,0.36,PT,1682567334
224,henties bay,-22.116,14.2845,17.23,87,61,1.94,,1682567334
225,mahebourg,-20.4081,57.7,25.14,94,75,0.0,MU,1682567334
226,brae,60.3964,-1.353,3.57,60,79,2.92,GB,1682567335
227,correggio,44.7698,10.7823,11.03,88,14,1.58,IT,1682567180
228,tasiilaq,65.6145,-37.6368,-1.91,96,100,2.79,GL,1682567335
229,praia,14.9215,-23.5087,22.3,73,40,5.66,CV,1682567335
230,kudahuvadhoo,2.6708,72.8944,28.91,72,99,2.31,MV,1682567335
231,itoman,26.1247,127.6694,24.21,60,75,7.2,JP,1682567037
232,rio branco,-9.9747,-67.81,24.34,94,0,0.51,BR,1682567336
233,ahipara,-35.1667,173.1667,17.69,65,91,2.59,NZ,1682567336
234,kochevo,59.5994,54.3125,9.6,92,99,2.71,RU,1682567336
235,koygorodok,60.445,50.9968,9.65,89,95,0.93,RU,1682567336
236,aquiraz,-3.9014,-38.3911,25.1,88,100,6.08,BR,1682567061
237,talakan,50.3167,130.3667,10.58,22,6,4.58,RU,1682567337
238,boyolangu,-8.1181,111.8935,29.7,71,97,2.75,ID,1682567337
239,sitka,57.0531,-135.33,6.94,70,100,4.12,US,1682567337
240,souillac,-20.5167,57.5167,23.21,94,75,0.0,MU,1682567337
241,talnakh,69.4865,88.3972,-4.24,92,100,1.71,RU,1682567337
242,kavieng,-2.5744,150.7967,29.0,74,28,2.56,PG,1682567139
243,itabera,-23.8619,-49.1372,18.03,97,100,1.45,BR,1682567338
244,svetlogorsk,52.6333,29.7333,5.26,92,100,5.16,BY,1682567338
245,port blair,11.6667,92.75,30.99,65,80,5.49,IN,1682567338
246,sept-iles,50.2001,-66.3821,1.14,95,75,1.54,CA,1682567339
247,xacmaz,41.4635,48.806,15.19,72,1,1.44,AZ,1682567339
248,santa maria,-29.6842,-53.8069,13.61,100,0,0.0,BR,1682567339
249,qaqortoq,60.7167,-46.0333,0.34,95,99,0.46,GL,1682567339
250,halifax,44.6453,-63.5724,5.0,89,100,3.09,CA,1682566985
251,borogontsy,62.6683,131.1683,3.3,85,46,3.62,RU,1682567340
252,puerto baquerizo moreno,-0.9,-89.6,25.76,78,13,3.69,EC,1682567341
253,cuamba,-14.8031,36.5372,15.11,98,33,1.09,MZ,1682567341
254,cidreira,-30.1811,-50.2056,17.99,90,3,4.27,BR,1682567341
255,grand-lahou,5.1367,-5.0242,26.04,88,99,4.4,CI,1682567341
256,varhaug,58.6147,5.6457,3.83,72,31,8.33,NO,1682567342
257,veraval,20.9,70.3667,28.19,65,69,4.12,IN,1682567342
258,kaitangata,-46.2817,169.8464,15.52,75,49,1.98,NZ,1682567343
259,sigli,5.3848,95.9609,30.17,65,71,2.66,ID,1682567343
260,bubaque,11.2833,-15.8333,25.09,72,48,5.64,GW,1682567343
261,cabo san lucas,22.8909,-109.9124,23.12,67,0,5.14,MX,1682567152
262,porto walter,-8.2686,-72.7439,21.94,97,29,1.06,BR,1682567344
263,novopskov,49.5464,39.0899,11.99,71,59,3.7,UA,1682567344
264,salalah,17.0151,54.0924,28.05,83,20,2.06,OM,1682567345
265,quatre cocos,-20.2078,57.7625,25.61,84,54,4.39,MU,1682567345
266,takoradi,4.8845,-1.7554,26.11,88,100,4.31,GH,1682567346
267,bonthe,7.5264,-12.505,26.18,83,90,2.27,SL,1682567346
268,along,28.1667,94.7667,28.65,40,83,0.66,IN,1682567347
269,penalva,-3.2942,-45.1736,23.19,98,100,1.8,BR,1682567348
270,dubti,11.7361,41.0853,28.72,50,78,2.19,ET,1682567348
271,xinpu,34.5997,119.1594,22.09,43,21,5.34,CN,1682567349
272,umm kaddadah,13.6017,26.6876,26.75,51,87,2.4,SD,1682567349
273,biswan,27.5,81.0,31.9,21,100,1.25,IN,1682567350
274,quelimane,-17.8786,36.8883,21.97,94,75,1.03,MZ,1682567350
275,usinsk,65.9939,57.5281,-1.97,87,91,6.22,RU,1682567147
276,kavaratti,10.5669,72.642,28.4,68,37,3.19,IN,1682567351
277,dragor,55.5946,12.6664,4.71,82,8,5.66,DK,1682567351
278,seoul,37.5683,126.9778,17.66,43,0,2.06,KR,1682566875
279,ilulissat,69.2167,-51.1,-0.99,100,100,0.51,GL,1682567073
280,waitati,-45.75,170.5667,15.4,65,13,1.91,NZ,1682567352
281,jega,12.2175,4.3792,29.61,53,87,5.14,NG,1682567352
282,port macquarie,-31.4333,152.9167,21.05,67,100,1.65,AU,1682567353
283,broken hill,-31.95,141.4333,27.97,26,36,10.42,AU,1682567353
284,te anau,-45.4167,167.7167,12.59,64,1,0.86,NZ,1682567353
285,muswellbrook,-32.2667,150.9,24.02,38,27,1.06,AU,1682567353
286,alihe,50.5667,123.7167,11.33,24,21,2.47,CN,1682567354
287,bilibino,68.0546,166.4372,-2.57,79,45,0.99,RU,1682567354
288,hofn,64.2539,-15.2082,-0.9,62,94,3.79,IS,1682567354
289,jagdalpur,19.0667,82.0333,31.66,35,17,0.5,IN,1682567355
290,lannion,48.75,-3.4167,10.08,90,100,3.14,FR,1682567356
291,batasan,12.7667,120.7833,29.81,68,49,4.9,PH,1682567356
292,taseyevo,57.2169,94.8978,3.89,61,99,3.61,RU,1682567357
293,pala,9.3642,14.9046,26.58,57,99,2.74,TD,1682567357
294,port elizabeth,-33.918,25.5701,20.17,89,0,4.63,ZA,1682567357
295,yakymivka,46.6897,35.1536,11.85,82,36,0.47,UA,1682567357
296,namibe,-15.1961,12.1522,24.59,66,100,4.75,AO,1682567358
297,panaba,21.2833,-88.2667,24.82,73,30,5.74,MX,1682567358
298,bergerac,44.8333,0.5,14.12,94,100,1.54,FR,1682567358
299,virginia beach,36.8529,-75.978,15.57,77,100,2.57,US,1682567233
300,mumford,5.2618,-0.759,26.05,86,100,4.52,GH,1682567359
301,dulce nombre de culmi,15.1,-85.5333,20.85,81,39,0.78,HN,1682567359
302,lavrentiya,65.5833,-171.0,-7.18,75,52,2.75,RU,1682567359
303,bandarbeyla,9.4942,50.8122,29.39,71,36,4.18,SO,1682567359
304,kiama,-34.6833,150.8667,25.32,64,4,2.68,AU,1682567360
305,shimoda,34.6667,138.95,19.5,57,30,4.86,JP,1682567360
306,fergus falls,46.283,-96.0776,7.31,93,40,1.54,US,1682567316
307,sfantu gheorghe,45.8667,25.7833,4.4,93,97,1.64,RO,1682567361
308,luena,-11.7833,19.9167,17.1,63,47,2.57,AO,1682567361
309,trofors,65.5333,13.4063,-0.07,98,100,1.05,NO,1682567361
310,marang,5.2056,103.2059,28.95,74,95,1.37,MY,1682567361
311,khyriv,49.5333,22.8524,1.47,87,8,1.88,UA,1682567362
312,budhlada,29.9333,75.5667,33.69,15,99,3.77,IN,1682567362
313,nabire,-3.3667,135.4833,30.51,66,50,2.87,ID,1682567362
314,constitucion,-35.3333,-72.4167,13.94,74,100,2.4,CL,1682567362
315,esmeraldas,-19.7625,-44.3139,21.48,91,51,1.15,BR,1682567140
316,narsaq,60.9167,-46.05,2.12,97,100,0.39,GL,1682567363
317,mujiayingzi,42.1167,118.7833,21.53,21,100,6.05,CN,1682567364
318,abu zabad,12.35,29.25,28.06,45,97,3.24,SD,1682567365
319,tome,-36.6167,-72.95,13.34,87,100,0.18,CL,1682567365
320,kalianget,-7.05,113.9333,29.32,72,40,2.01,ID,1682567365
321,saskylakh,71.9167,114.0833,-4.23,90,82,3.6,RU,1682567366
322,joshimath,30.5667,79.5667,17.21,51,100,2.05,IN,1682567367
323,rio grande,-32.035,-52.0986,17.06,87,16,4.73,BR,1682567367
324,petropavlovsk-kamchatskiy,53.0452,158.6483,6.33,42,0,7.0,RU,1682567099
325,san patricio,28.017,-97.5169,24.91,90,95,3.86,US,1682567368
326,marsabit,2.3284,37.9899,17.68,93,80,3.14,KE,1682567095
327,edd,13.9297,41.6925,28.95,74,36,1.78,ER,1682567368
328,qeshm,26.9581,56.2719,25.94,74,95,2.46,IR,1682567368
329,shelbyville,35.4834,-86.4603,13.4,45,20,0.0,US,1682567369
330,luganville,-15.5333,167.1667,28.47,71,2,0.6,VU,1682567088
331,kitgum,3.2783,32.8867,17.97,94,51,1.16,UG,1682567369
332,port-gentil,-0.7193,8.7815,27.29,80,100,4.56,GA,1682567370
333,dapaong,10.8639,0.205,27.27,52,41,4.25,TG,1682567370
334,clyde river,70.4692,-68.5914,-10.87,100,100,2.06,CA,1682567371
335,saint-felix-de-valois,46.1668,-73.4324,5.18,96,98,0.45,CA,1682567371
336,masalli,34.7959,126.6553,16.82,42,78,3.23,KR,1682567371
337,klaksvik,62.2266,-6.589,0.51,97,100,4.42,FO,1682567371
338,kilindoni,-7.9139,39.6668,26.78,77,68,8.9,TZ,1682567372
339,belmonte,-15.8631,-38.8828,23.57,88,7,0.92,BR,1682567372
340,virtsu,58.5716,23.5115,5.55,96,100,2.93,EE,1682567372
341,asau,46.4333,26.4,5.71,87,93,1.67,RO,1682567137
342,xai-xai,-25.0519,33.6442,18.66,95,2,2.85,MZ,1682567373
343,half moon bay,37.4636,-122.4286,21.55,79,20,8.23,US,1682567240
344,bereda,43.2686,-7.5406,13.97,100,97,0.62,ES,1682567373
345,lagoa,39.05,-27.9833,16.14,77,52,10.26,PT,1682567283
346,xihua,33.7833,114.5167,24.76,37,97,5.17,CN,1682567374
347,wadi musa,30.3222,35.4793,14.01,30,4,1.96,JO,1682567374
348,luba,3.4568,8.5547,24.94,82,100,1.84,GQ,1682567375
349,muncar,-8.4333,114.3333,28.41,84,54,3.11,ID,1682567375
350,sheregesh,52.9209,87.9869,6.67,78,100,1.91,RU,1682567375
351,anadyr,64.75,177.4833,-6.72,79,0,6.71,RU,1682567376
352,srikakulam,18.3,83.9,32.23,50,10,3.19,IN,1682567376
353,bumba,2.1833,22.4667,20.91,92,96,0.65,CD,1682567376
354,portland,45.5234,-122.6762,23.32,46,75,2.57,US,1682566934
355,port hardy,50.6996,-127.4199,8.1,71,75,3.09,CA,1682567322
356,sinnamary,5.3833,-52.95,24.47,90,100,2.52,GF,1682567377
357,mecca,21.4267,39.8261,28.68,32,9,1.32,SA,1682567377
358,horizontina,-27.6258,-54.3078,16.71,84,65,0.54,BR,1682567378
359,prainha,-1.8,-53.48,22.7,98,100,1.19,BR,1682567378
360,haines junction,60.7522,-137.5108,4.97,36,48,2.06,CA,1682567378
361,kaeo,-35.1,173.7833,17.76,63,97,2.65,NZ,1682567378
362,dzilam gonzalez,21.2833,-88.9333,26.67,61,75,3.94,MX,1682567379
363,chino valley,34.7575,-112.4538,16.58,22,0,3.6,US,1682567379
364,khasan,42.4308,130.6434,11.19,63,61,5.52,RU,1682567379
365,wau,7.7029,27.9953,24.74,65,14,1.88,SS,1682567379
366,bredy,52.4153,60.3411,17.64,29,99,7.58,RU,1682567138
367,itaituba,-4.2761,-55.9836,22.91,96,100,0.67,BR,1682567380
